,imgName,transcription,sequence,size,trans_length
284,AAW_ARB_20070122.0048_2_LDC0057_00z9,baMaaEkaMtaMsaMaaEdaMspaaAlaBbaMlaBdaMspwaMmaBsaMaaElaBhaEspaaAlaBnaBaaEseAspspcomAsp,"[20, 4, 56, 94, 83, 4, 27, 89, 3, 63, 20, 63, 27, 89, 102, 64, 83, 4, 63, 44, 89, 3, 63, 77, 4, 85, 89, 89, 25, 89]","[576.0, 70]",30
285,AAW_ARB_20070130.0045_1_LDC0078_0z10,baMyaBraMwaMtaAspspspspspspaaAlaBshMraMkaAspaaAlaBaeEwaMseMtoBspspspspspspcolAsp,"[20, 106, 81, 102, 91, 89, 89, 89, 89, 89, 89, 3, 63, 88, 81, 55, 89, 3, 63, 6, 102, 86, 101, 89, 89, 89, 89, 89, 89, 24, 89]","[785.0, 70]",31
286,AAW_ARB_20070130.0045_1_LDC0078_0z11,aeAayBlaBnaAspaaAlaBaaEtaBhaMaaEdaMspaaAlaBkeBaaEthBwaMlaByaBkeByaAspaaAlaBayMaaElaBmaByaAsplaBlaBsaMhaMaaEfaMteeEspfaMyaBheMaaE,"[5, 16, 63, 76, 89, 3, 63, 4, 92, 45, 4, 27, 89, 3, 63, 58, 4, 98, 102, 63, 106, 58, 105, 89, 3, 63, 18, 4, 63, 64, 105, 89, 63, 63, 83, 45, 4, 37, 96, 89, 37, 106, 48, 4]","[771.0, 70]",44
287,AAW_ARB_20070130.0045_1_LDC0078_0z12,laBbaMnaBaaEnaAspayBnaAsptaBayMraMdeAspmaBwaMkaMayMheEspaaAlaBaaElaBkeBtaMraMwaMnaByaAsplaBayMmaBlaByaBteeE,"[63, 20, 77, 4, 76, 89, 16, 76, 89, 92, 18, 81, 29, 89, 64, 102, 56, 18, 47, 89, 3, 63, 4, 63, 58, 94, 81, 102, 77, 105, 89, 63, 18, 64, 63, 106, 96]","[1076.0, 70]",37
288,AAW_ARB_20070130.0045_1_LDC0078_0z13,kaMraMsaMnaBteeEspaeAdaMtaAspaaAlaBeeEsptaBayMtoByaBlaBheEspspdotAsp,"[56, 81, 83, 77, 96, 89, 5, 27, 91, 89, 3, 63, 34, 89, 92, 18, 101, 106, 63, 47, 89, 89, 32, 89]","[627.0, 70]",24
289,AAW_ARB_20070130.0045_1_LDC0078_0z14,kaMraMsaMnaBteeEsptaBayMtoBlaAspaaAlaBmaBwaMkaMayEspaaAlaBahElaBkeBtaMraMwaMnaByaAsplaBlaBaaEtaBhaMaaEdaMspaaAlaBkeBaaEthBwaMlaByaBkeByaA,"[56, 81, 83, 77, 96, 89, 92, 18, 101, 62, 89, 3, 63, 64, 102, 56, 17, 89, 3, 63, 8, 63, 58, 94, 81, 102, 77, 105, 89, 63, 63, 4, 92, 45, 4, 27, 89, 3, 63, 58, 4, 98, 102, 63, 106, 58, 105]","[806.0, 70]",47
290,AAW_ARB_20070130.0045_1_LDC0078_0z15,laBlaBsaMhaMaaEfaMteeEspfaMyaAsplaBbaMnaBaaEnaA,"[63, 63, 83, 45, 4, 37, 96, 89, 37, 105, 89, 63, 20, 77, 4, 76]","[458.0, 70]",16
291,AAW_ARB_20070130.0045_1_LDC0078_00z2,khMdeBraMheAspaaAnaAspaaAlaBmaBwaMkaMayEspaaAlaBaaElaBkeBtaMraMwaMnaByaAspaaAlaBkhMaaEsaAspbaMaaElaBaaEtaBhaMaaEdaM,"[61, 30, 81, 46, 89, 3, 76, 89, 3, 63, 64, 102, 56, 17, 89, 3, 63, 4, 63, 58, 94, 81, 102, 77, 105, 89, 3, 63, 61, 4, 82, 89, 20, 4, 63, 4, 92, 45, 4, 27]","[792.0, 70]",40
292,AAW_ARB_20070130.0045_1_LDC0078_00z3,aaAlaBdhMyaAspyaBtaMdeBmaBnaAspmaBwaMaaAkaMfaEspaaAlaBkeBnaByaBseMteeEspmaBnaAspkaMdeBaaEyaBaaE,"[3, 63, 31, 105, 89, 106, 94, 30, 64, 76, 89, 64, 102, 3, 56, 36, 89, 3, 63, 58, 77, 106, 86, 96, 89, 64, 76, 89, 56, 30, 4, 106, 4]","[881.0, 70]",33
293,AAW_ARB_20070130.0045_1_LDC0078_00z4,aaAlaBahEayBlaBaaEmaEspwaMnaBshMraMteAspaaAayBlaBaaEmaByaBteeEspwaMbaMyaBaaEnaBaaEtaAspwaMmaBayMlaBwaMmaBaaEtaA,"[3, 63, 8, 16, 63, 4, 65, 89, 102, 77, 88, 81, 95, 89, 3, 16, 63, 4, 64, 106, 96, 89, 102, 20, 106, 4, 77, 4, 91, 89, 102, 64, 18, 63, 102, 64, 4, 91]","[1158.0, 70]",38
294,AAW_ARB_20070130.0045_1_LDC0078_00z5,keBthMyaBraMteAspdaMyaBnaByaBteeEspwaMthBkaMaaEfaMyaBteeEspwaMaaAjaBtaMmaBaaEayByaBteeEsptaBayMraMdeA,"[58, 100, 106, 81, 95, 89, 27, 106, 77, 106, 96, 89, 102, 98, 56, 4, 37, 106, 96, 89, 102, 3, 53, 94, 64, 4, 16, 106, 96, 89, 92, 18, 81, 29]","[899.0, 70]",34
295,AAW_ARB_20070130.0045_1_LDC0078_00z6,laBheMjaBwaMmaEspaeAdaMeeAspaaAlaByaAsptaBayMtoByaBlaBheEspspdotAsp,"[63, 48, 53, 102, 65, 89, 5, 27, 33, 89, 3, 63, 105, 89, 92, 18, 101, 106, 63, 47, 89, 89, 32, 89]","[606.0, 70]",24
296,AAW_ARB_20070130.0045_1_LDC0078_00z7,waMkaMaaElaAspspcolAspspspspspspaaAnaAspaaAlaBmaBwaMkaMayE,"[102, 56, 4, 62, 89, 89, 24, 89, 89, 89, 89, 89, 89, 3, 76, 89, 3, 63, 64, 102, 56, 17]","[545.0, 70]",22
297,AAW_ARB_20070130.0045_1_LDC0078_00z8,aaAlaBayMraMbaMyaAspaaAlaBdhMyaAsphaMheMraMspmaBkeBaaEnaBheEsplaByaBseAspbaMaaElaBdeBraMwaMraMteA,"[3, 63, 18, 81, 20, 105, 89, 3, 63, 31, 105, 89, 45, 48, 81, 89, 64, 58, 4, 77, 47, 89, 63, 106, 85, 89, 20, 4, 63, 30, 81, 102, 81, 95]","[842.0, 70]",34
298,AAW_ARB_20070130.0045_1_LDC0078_00z9,heMwaMspmaBnaAspkaMaaEmaEspbaMheMdhMaaAspaaAlaBayMmaBlaAspspspspspspdotAsp,"[48, 102, 89, 64, 76, 89, 56, 4, 65, 89, 20, 48, 31, 3, 89, 3, 63, 18, 64, 62, 89, 89, 89, 89, 89, 89, 32, 89]","[641.0, 70]",28
299,AAW_ARB_20070131.0009_4_LDC0078_00z1,faMyaAsplaBbaMnaBaaEnaAspspcomAspsphaMyaBthEspyaBtaMzaEaaAyaBdaM,"[37, 105, 89, 63, 20, 77, 4, 76, 89, 89, 25, 89, 89, 45, 106, 99, 89, 106, 94, 108, 3, 106, 27]","[530.0, 70]",23
